,duration,gross,num_voted_users,cast_total_facebook_likes,budget,imdb_score
1050,93.0,37879996.0,81888,5390,48000000.0,4-6
1051,123.0,25900000.0,12771,18793,58000000.0,4-6
1052,122.0,53574088.0,237872,33548,55000000.0,4-6
1053,115.0,89253340.0,133436,16967,48000000.0,7-9
1054,123.0,37339525.0,71708,3768,48000000.0,7-9
1055,96.0,60154431.0,122347,3718,47000000.0,4-6
1057,105.0,103738726.0,47819,2096,100000000.0,4-6
1058,113.0,69304264.0,73068,4660,48000000.0,4-6
1059,132.0,29781453.0,22447,4796,48000000.0,4-6
1062,75.0,15519841.0,8693,6863,47000000.0,7-9
1063,108.0,5600000.0,11913,8349,47000000.0,4-6
1064,105.0,126805112.0,98199,12344,46000000.0,4-6
1065,102.0,93607673.0,47573,9176,48000000.0,7-9
1066,118.0,67263182.0,218771,15658,46000000.0,7-9
1067,111.0,92001027.0,97838,6315,45000000.0,4-6
1068,81.0,10539414.0,45729,14619,47000000.0,4-6
1069,116.0,58918501.0,40126,33233,46000000.0,7-9
1070,86.0,181395380.0,220392,2070,45000000.0,4-6
1071,127.0,14946229.0,2581,2104,25000000.0,4-6
1073,91.0,130512915.0,60884,3244,45000000.0,4-6
1074,98.0,139852971.0,238671,16410,45000000.0,4-6
1075,84.0,110000082.0,111526,3629,48000000.0,7-9
1076,109.0,106807667.0,137377,1574,45000000.0,7-9
1077,93.0,101702060.0,85323,17925,45000000.0,4-6
1078,113.0,95149435.0,53687,15362,40000000.0,7-9
1079,141.0,100768056.0,59569,30063,45000000.0,4-6
1080,119.0,92115211.0,45798,4043,45000000.0,4-6
1081,97.0,93452056.0,184795,14868,45000000.0,7-9
1082,117.0,83287363.0,81442,12757,45000000.0,4-6
1083,101.0,82931301.0,43358,6292,60000000.0,4-6
1084,153.0,60962878.0,383591,37321,46000000.0,4-6
1085,122.0,76261036.0,305929,22370,45000000.0,7-9
1086,102.0,71423726.0,123558,26998,45000000.0,4-6
1087,83.0,71277420.0,119590,1645,45000000.0,7-9
1088,103.0,88625922.0,75176,1336,45000000.0,4-6
1089,110.0,70001065.0,191437,3174,45000000.0,4-6
1090,136.0,67253092.0,92702,20299,30000000.0,4-6
1091,91.0,66790248.0,57281,758,45000000.0,4-6
1092,89.0,65557989.0,73539,3717,45000000.0,7-9
1093,107.0,60786269.0,90539,3106,45000000.0,7-9
1094,129.0,59365105.0,318634,28886,45000000.0,7-9
1095,95.0,162792677.0,211226,24205,120000000.0,4-6
1096,122.0,31598308.0,124765,41636,35000000.0,4-6
1097,110.0,57362581.0,50148,13331,45000000.0,4-6
1098,135.0,53854588.0,37911,3648,45000000.0,7-9
1100,95.0,52580895.0,30255,27351,45000000.0,4-6
1101,109.0,51019112.0,155745,14073,50000000.0,4-6
1102,93.0,48114556.0,9380,4604,26000000.0,4-6
1103,94.0,50648679.0,149549,16225,45000000.0,4-6
1104,117.0,46280507.0,87165,49743,40000000.0,4-6
1105,112.0,38360195.0,21215,3757,45000000.0,4-6
1106,111.0,46815748.0,32544,12161,45000000.0,4-6
1107,96.0,35617599.0,20688,2965,45000000.0,4-6
1108,141.0,47307550.0,104301,1948,45000000.0,7-9
1109,94.0,32003620.0,79141,1102,25000000.0,7-9
1110,87.0,27972410.0,114692,1461,35000000.0,4-6
1111,88.0,28133159.0,30055,33822,50000000.0,4-6
1112,177.0,27400000.0,97087,2449,40000000.0,4-6
1113,133.0,24343673.0,91860,5405,45000000.0,7-9
1114,119.0,22877808.0,152591,53895,35000000.0,7-9
1115,102.0,36883539.0,112769,15053,52000000.0,4-6
1116,101.0,22531698.0,81523,15990,70000000.0,4-6
1117,91.0,20400913.0,15455,3855,45000000.0,7-9
1118,117.0,20101861.0,24757,2348,45000000.0,4-6
1119,86.0,25200412.0,16580,3423,45000000.0,4-6
1120,124.0,19719930.0,42621,793,45000000.0,7-9
1121,134.0,19377727.0,35140,24351,45000000.0,7-9
1122,95.0,13401683.0,203461,578,35000000.0,4-6
1123,100.0,17300889.0,27648,3855,45000000.0,4-6
1124,220.0,15527125.0,11388,15006,57000000.0,7-9
1125,212.0,13560960.0,23996,21130,50000000.0,4-6
1126,128.0,15523168.0,132423,2507,45000000.0,4-6
1127,106.0,11146409.0,26551,6558,45000000.0,4-6
1128,160.0,7916887.0,15697,26982,45000000.0,7-9
1129,114.0,6565495.0,36455,949,45000000.0,4-6
1130,99.0,15279680.0,48245,12166,40000000.0,7-9
1131,74.0,7262288.0,17307,13917,40000000.0,7-9
1132,139.0,4584886.0,19114,538,45000000.0,7-9
1134,103.0,2154540.0,3803,2457,45000000.0,4-6
1135,101.0,8129455.0,89568,661,45000000.0,4-6
1137,130.0,136019448.0,452465,3133,44500000.0,7-9
1138,130.0,183875760.0,213668,13357,44000000.0,4-6
1139,110.0,67061228.0,96565,21554,40000000.0,7-9
1140,147.0,53300852.0,154487,37076,44000000.0,7-9
1141,96.0,150415432.0,117606,15662,44000000.0,7-9
1142,118.0,44834712.0,13995,26907,44000000.0,7-9
1143,88.0,84300000.0,90360,1178,2600000.0,4-6
1144,325.0,1500000.0,9830,14255,44000000.0,7-9
1145,102.0,62318875.0,156225,2998,50000000.0,7-9
1146,110.0,5773519.0,28618,12876,40000000.0,4-6
1147,136.0,51768623.0,73006,1801,43000000.0,7-9
1148,103.0,37035515.0,34597,23864,43000000.0,7-9
1149,103.0,24520892.0,85198,22383,45000000.0,7-9
1150,90.0,24430272.0,46158,132,43000000.0,4-6
1151,154.0,158348400.0,88844,14244,42000000.0,7-9
1152,99.0,31136950.0,47364,1066,44000000.0,4-6
1153,93.0,29113588.0,117999,27834,40000000.0,7-9
1154,109.0,138447667.0,408302,19968,42000000.0,4-6
1155,124.0,116006080.0,203269,9255,42000000.0,4-6
1156,84.0,106793915.0,140499,1817,45000000.0,7-9
1157,90.0,87856565.0,106909,24534,42000000.0,4-6
1158,117.0,70100000.0,20183,3841,40000000.0,4-6
1159,123.0,159578352.0,133177,4825,43000000.0,4-6
1160,251.0,57750000.0,21554,2957,31115000.0,7-9
1161,105.0,45290318.0,74169,6727,42000000.0,4-6
1162,115.0,41543207.0,30077,15571,42000000.0,4-6
1163,122.0,41252428.0,11453,13716,42000000.0,4-6
1164,119.0,35228696.0,63677,1651,32000000.0,4-6
1165,81.0,59992760.0,119622,2134,42000000.0,7-9
1166,133.0,34667015.0,74009,2371,32000000.0,7-9
1167,100.0,37652565.0,91151,15369,42000000.0,4-6
1168,120.0,24375436.0,42547,33585,42000000.0,7-9
1169,104.0,20915465.0,38203,7723,42000000.0,4-6
1170,122.0,24127895.0,248123,12076,50000000.0,4-6
1171,80.0,84961.0,149414,6229,31000000.0,7-9
1172,91.0,26404753.0,34203,3301,40000000.0,4-6
1173,112.0,6105175.0,247020,12239,44000000.0,4-6
1174,100.0,5664251.0,22309,2056,45000000.0,4-6
1176,105.0,1260917.0,24657,1342,27000000.0,4-6
1177,110.0,116724075.0,187181,1954,41000000.0,4-6
1179,144.0,56083966.0,137003,18761,65000000.0,4-6
1180,108.0,22108977.0,29861,1134,41000000.0,4-6
1181,107.0,293501675.0,704766,17540,40000000.0,7-9
1182,102.0,18600911.0,125198,362,42000000.0,4-6
1183,100.0,7204138.0,34809,2085,41000000.0,7-9
1184,126.0,90800000.0,126907,2004,8000000.0,4-6
1185,138.0,150117807.0,358416,83012,40000000.0,4-6
1186,108.0,163947053.0,227824,18656,40000000.0,4-6
1187,105.0,116735231.0,56646,2129,70000000.0,4-6
1188,108.0,118500000.0,340085,3660,40000000.0,7-9
1189,89.0,126546825.0,327367,32325,40000000.0,4-6
1190,129.0,166147885.0,220020,4585,40000000.0,4-6
1191,84.0,111760631.0,40227,22935,38000000.0,4-6
1192,149.0,108706165.0,99558,31349,40000000.0,7-9
1193,94.0,138614544.0,75152,7014,40000000.0,4-6
1194,121.0,125069696.0,203963,1261,40000000.0,4-6
1195,128.0,107458785.0,71754,16751,40000000.0,4-6
1196,134.0,102310175.0,64989,2676,40000000.0,4-6
1197,120.0,96917897.0,479453,10555,40000000.0,7-9
1198,129.0,93952276.0,132048,318,40000000.0,4-6
1199,89.0,90703745.0,93748,5855,45000000.0,4-6
1200,116.0,89138076.0,98535,600,40000000.0,4-6
1201,118.0,87666629.0,283480,3986,40000000.0,4-6
1202,107.0,90353764.0,85629,12556,40000000.0,4-6
1203,155.0,82522790.0,143835,42220,40000000.0,4-6
1204,123.0,94125426.0,79264,13321,40000000.0,4-6
1205,128.0,95001343.0,66511,16911,40000000.0,4-6
1206,139.0,81292135.0,137891,36810,40000000.0,7-9
1207,109.0,86208010.0,97045,16179,35000000.0,4-6
1208,120.0,81593527.0,48806,24300,40000000.0,4-6
1209,121.0,75274748.0,130661,36010,35000000.0,4-6
1210,102.0,90835030.0,28621,5178,40000000.0,4-6
1211,117.0,72455275.0,113068,2144,40000000.0,4-6
1212,178.0,75305995.0,110394,5074,40000000.0,4-6
1213,147.0,74098862.0,656640,3924,40000000.0,4-6
1214,90.0,72266306.0,127528,6775,40000000.0,7-9
1215,105.0,71347010.0,166194,28928,40000000.0,4-6
1216,114.0,70836296.0,109445,2842,40000000.0,4-6
1217,206.0,70405498.0,113472,698,40000000.0,4-6
1218,99.0,70163652.0,31968,19334,40000000.0,4-6
1219,123.0,66808615.0,87351,43917,34000000.0,4-6
1220,137.0,115603980.0,103589,2938,65000000.0,4-6
1221,102.0,64149837.0,146899,7009,20000000.0,4-6
1222,109.0,83906114.0,104481,2357,40000000.0,4-6
1223,82.0,66466372.0,75345,303717,40000000.0,4-6
1224,142.0,72306065.0,178118,16944,40000000.0,4-6
1225,106.0,59068786.0,86902,2544,40000000.0,4-6
1227,106.0,57887882.0,35508,2325,50000000.0,4-6
1228,108.0,53955614.0,77415,8610,40000000.0,7-9
1229,98.0,54967359.0,52805,7039,40000000.0,4-6
1230,131.0,54228104.0,104991,17152,35000000.0,4-6
1231,118.0,57981889.0,173848,13943,40000000.0,7-9
1232,113.0,61094903.0,210542,17152,30000000.0,4-6
1233,130.0,53082743.0,844052,63986,40000000.0,4-6
1234,116.0,54414716.0,114294,30571,42000000.0,4-6
1235,89.0,57011847.0,20615,3361,40000000.0,4-6
1236,139.0,50859889.0,236000,848,40000000.0,1-3
1237,130.0,51185897.0,69457,1233,30000000.0,4-6
1238,107.0,52000688.0,171418,4243,40000000.0,4-6
1239,116.0,49851591.0,7900,2179,40000000.0,4-6
1240,96.0,47781388.0,147504,41293,40000000.0,4-6
1241,99.0,52320979.0,114321,18693,40000000.0,4-6
1242,104.0,47806295.0,87447,1274,43000000.0,4-6
1243,105.0,51853450.0,37398,9069,25000000.0,4-6
1244,101.0,46012734.0,54421,4298,40000000.0,4-6
1245,134.0,47034272.0,25465,2281,40000000.0,4-6
1246,135.0,45856732.0,46221,16762,40000000.0,7-9
1247,98.0,59588068.0,89557,22318,40000000.0,4-6
1248,155.0,44175394.0,56509,37570,36000000.0,4-6
1249,106.0,45500797.0,17443,519,40000000.0,4-6
1250,102.0,41797066.0,92789,4324,40000000.0,4-6
1251,95.0,38087756.0,49612,4634,40000000.0,4-6
1252,103.0,37752931.0,20201,26938,40000000.0,4-6
1254,109.0,37371385.0,192462,390,40000000.0,7-9
1255,95.0,37101011.0,30394,1070,40000000.0,7-9
1256,111.0,38176892.0,104119,4486,40000000.0,4-6
1257,123.0,36283504.0,104564,12970,40000000.0,7-9
1258,140.0,35183792.0,68159,3044,38000000.0,7-9
1259,94.0,38543473.0,84382,1488,40000000.0,7-9
1260,94.0,36037909.0,10132,1238,60000000.0,7-9
1261,92.0,42575718.0,83788,3074,40000000.0,4-6
1262,102.0,33864342.0,29968,2913,40000000.0,7-9
1263,123.0,33508922.0,95860,23920,40000000.0,7-9
1264,104.0,42071069.0,36223,1827,30000000.0,4-6
1266,102.0,32853640.0,50199,3239,40000000.0,4-6
1267,136.0,42615685.0,136093,28927,40000000.0,7-9
1268,93.0,32055248.0,18723,2711,25000000.0,4-6
1269,129.0,31836745.0,81298,15595,40000000.0,4-6
1270,107.0,30993544.0,58871,621,40000000.0,4-6
1271,117.0,30981850.0,35834,3969,40000000.0,4-6
1272,116.0,30199105.0,25346,3753,40000000.0,4-6
1273,135.0,29077547.0,41685,5917,40000000.0,4-6
1274,107.0,29374178.0,12093,4565,40000000.0,4-6
1275,90.0,28535768.0,10446,1335,40000000.0,7-9
1276,99.0,27663982.0,26051,10469,40000000.0,4-6
1277,104.0,27053815.0,12856,2888,40000000.0,4-6
1278,115.0,26814957.0,84357,77823,35000000.0,4-6
1279,119.0,25178165.0,70292,29484,40000000.0,4-6
1280,99.0,25117498.0,37412,960,40000000.0,4-6
1281,112.0,32645.0,67797,23737,500000.0,4-6
1282,128.0,24332324.0,13830,3126,40000000.0,4-6
1283,112.0,36665854.0,76498,3432,40000000.0,4-6
1284,86.0,22717758.0,11156,14275,40000000.0,7-9
1285,108.0,22433915.0,21319,34377,60000000.0,4-6
1286,128.0,22326247.0,11232,3821,60000000.0,7-9
1287,84.0,21176322.0,23747,5039,40000000.0,4-6
1288,111.0,20300000.0,16741,17877,40000000.0,4-6
1289,131.0,20302961.0,49874,18913,45000000.0,4-6
1290,123.0,15962471.0,79892,7243,40000000.0,4-6
1291,101.0,14942422.0,14226,14008,40000000.0,7-9
1292,102.0,14967182.0,27305,14463,40000000.0,7-9
1293,114.0,18996755.0,145270,7099,45000000.0,4-6
1294,107.0,14375181.0,8692,3374,51000000.0,7-9
1295,87.0,20999103.0,139114,24770,40000000.0,7-9
1296,103.0,14448589.0,19364,12566,40000000.0,4-6
1297,99.0,14358033.0,17365,2125,40000000.0,7-9
1298,122.0,33201661.0,534262,809,77000000.0,4-6
1299,91.0,14018364.0,17722,3974,30000000.0,7-9
1300,103.0,13395939.0,43442,3639,60000000.0,7-9
1301,107.0,20113965.0,15231,1702,40000000.0,4-6
1302,106.0,13376506.0,10413,4327,40000000.0,4-6
1303,101.0,13208023.0,17309,4262,42000000.0,4-6
1304,109.0,13838130.0,35990,20503,40000000.0,4-6
1305,110.0,5773519.0,28618,12876,40000000.0,7-9
1306,89.0,9652000.0,46205,3096,40000000.0,4-6
1308,119.0,7000000.0,2933,1883,36000000.0,4-6
1309,83.0,10431220.0,24216,4024,24000000.0,4-6
1310,108.0,10326062.0,121432,14127,33000000.0,4-6
1311,102.0,6114237.0,19986,2664,40000000.0,4-6
1312,93.0,4835968.0,4821,4123,40000000.0,4-6
1313,84.0,4777007.0,15130,1149,40000000.0,4-6
1314,107.0,3675072.0,190132,11623,26000000.0,4-6
1315,91.0,18438149.0,30842,222,40000000.0,4-6
1316,94.0,511920.0,2458,2449,40000000.0,4-6
1317,115.0,10640645.0,28429,1686,40000000.0,4-6
1318,93.0,652526.0,20201,15638,40000000.0,7-9
1319,105.0,80050171.0,186982,2288,20000000.0,4-6
1320,107.0,7564000.0,54650,13821,20000000.0,4-6
1321,101.0,876671.0,22010,504,25000000.0,4-6
1322,111.0,2869369.0,65474,2612,30000000.0,7-9
1323,113.0,128978.0,22897,6267,40000000.0,7-9
1324,112.0,77231.0,3322,2115,25000000.0,4-6
1325,126.0,4563029.0,181472,12286,39200000.0,7-9
1328,98.0,50693162.0,136580,2630,23000000.0,7-9
1329,159.0,6498000.0,62756,554,18026148.0,4-6
1330,107.0,63411478.0,114925,568,39000000.0,4-6
1332,106.0,144512310.0,272227,45327,38000000.0,4-6
1333,87.0,35287788.0,73886,4774,39000000.0,4-6
1334,119.0,25335935.0,242599,2853,40000000.0,4-6
1335,110.0,5881504.0,5917,2972,39000000.0,7-9
1336,125.0,60000000.0,49934,2329,39000000.0,4-6
1337,113.0,29802761.0,46480,36009,40000000.0,4-6
1338,150.0,626809.0,36894,2172,553632000.0,4-6
1339,108.0,127214072.0,83786,4251,38000000.0,7-9
1340,96.0,88915214.0,163665,22436,38000000.0,7-9
1341,93.0,30400000.0,17810,2176,39000000.0,4-6
1342,100.0,85570368.0,44885,18291,38000000.0,4-6
1343,118.0,75668868.0,60504,6427,35000000.0,4-6
1344,122.0,6594136.0,24557,943,38600000.0,7-9
1345,120.0,58700247.0,95367,36062,38000000.0,4-6
1348,146.0,50668906.0,76016,20516,38000000.0,4-6
1349,115.0,39177215.0,30667,3770,38000000.0,4-6
1350,123.0,40334024.0,44168,2912,35000000.0,4-6
1351,94.0,71038190.0,23473,3552,30000000.0,4-6
1352,102.0,24044532.0,19686,1440,38000000.0,7-9
1353,98.0,22770864.0,8433,2765,38000000.0,7-9
1354,133.0,18653746.0,137722,42344,38000000.0,4-6
1355,118.0,17305211.0,14066,24547,38000000.0,4-6
1356,105.0,16991902.0,34592,1265,57000000.0,4-6
1357,109.0,47536959.0,86955,3277,10000000.0,4-6
1358,129.0,10300000.0,17859,16237,38000000.0,4-6
1359,109.0,13782838.0,258078,1757,15000000.0,4-6
1360,127.0,41997790.0,125305,17551,38000000.0,7-9
1361,118.0,6482195.0,9740,74,37000000.0,4-6
1362,110.0,623374.0,4757,2120,38000000.0,7-9
1363,90.0,7871693.0,52908,15494,55000000.0,4-6
1364,144.0,16377274.0,105144,427,32000000.0,4-6
1366,130.0,9589875.0,16673,5162,40000000.0,4-6
1367,112.0,34912982.0,55617,19974,38000000.0,4-6
1368,133.0,109712885.0,146708,15106,35000000.0,4-6
1369,150.0,92173235.0,280228,14296,37000000.0,1-3
1370,110.0,41102171.0,57266,13396,40000000.0,7-9
1371,96.0,60338891.0,248468,36093,37000000.0,4-6
1372,96.0,48006503.0,28109,18178,37000000.0,4-6
1373,123.0,26903709.0,312629,37206,38000000.0,4-6
1374,188.0,22450975.0,241030,1906,37000000.0,7-9
1375,107.0,44867349.0,75347,14483,37000000.0,4-6
1376,110.0,46813366.0,39440,4882,38000000.0,4-6
1377,113.0,72279690.0,17948,14209,37000000.0,4-6
1378,122.0,191449475.0,348007,44060,37000000.0,4-6
1379,116.0,71026631.0,98899,20970,36000000.0,4-6
1380,93.0,68208190.0,60572,2986,65000000.0,4-6
1381,118.0,150368971.0,316671,3425,37000000.0,4-6
1383,93.0,50129186.0,38399,1874,36000000.0,4-6
1384,121.0,55500000.0,48636,762,36000000.0,4-6
1385,101.0,50213619.0,139184,1272,36000000.0,4-6
1386,107.0,42019483.0,6069,13904,36000000.0,4-6
1387,124.0,23360779.0,31113,10838,34000000.0,4-6
1388,109.0,26183197.0,38348,16611,36000000.0,7-9
1389,105.0,20991497.0,39778,44037,37000000.0,4-6
1390,130.0,13052741.0,8531,3968,36000000.0,4-6
1391,127.0,14378353.0,12375,2393,36000000.0,7-9
1392,114.0,33037754.0,75864,19904,37000000.0,4-6
1393,106.0,12339633.0,220591,1942,36000000.0,4-6
1394,95.0,2954405.0,1977,2928,36000000.0,4-6
1395,81.0,30105968.0,8860,2268,37000000.0,4-6
1396,95.0,37788228.0,15046,4537,35200000.0,4-6
1397,108.0,277313371.0,583341,17623,35000000.0,4-6
1398,105.0,2126511.0,21912,615,36000000.0,4-6
1399,95.0,205399422.0,181225,47203,33000000.0,4-6
1400,126.0,251188924.0,269033,2725,35000000.0,1-3
1401,102.0,1068392.0,3865,3497,36000000.0,4-6
1402,121.0,144731527.0,128010,1446,35000000.0,4-6
1403,129.0,255950375.0,223127,3389,29000000.0,4-6
1405,88.0,112692062.0,84325,4499,35000000.0,4-6
1406,106.0,117528646.0,353442,18669,35000000.0,7-9
1407,110.0,171031347.0,240962,25964,38000000.0,4-6
1408,109.0,124732962.0,286178,23923,35000000.0,4-6
1409,143.0,82300000.0,63330,16007,35000000.0,4-6
1410,120.0,134455175.0,97664,5826,35000000.0,4-6
1411,128.0,79100000.0,127503,24006,35000000.0,4-6
1412,123.0,81159365.0,191470,25661,35000000.0,4-6
1413,129.0,110008260.0,94241,1450,35000000.0,4-6
1414,105.0,67962333.0,33887,2689,35000000.0,7-9
1415,162.0,78651430.0,142067,15912,27000000.0,4-6
1416,138.0,64604977.0,414219,19129,35000000.0,4-6
1417,100.0,63939454.0,61321,2968,35000000.0,4-6
1418,90.0,63826569.0,32416,23504,35000000.0,7-9
1419,108.0,60054449.0,61018,1715,35000000.0,4-6
1420,101.0,26505000.0,149285,42918,1800000.0,4-6
1421,109.0,61280963.0,79877,2474,33000000.0,4-6
1422,132.0,56876365.0,125219,29265,35000000.0,4-6
1423,123.0,59699513.0,20827,2259,35000000.0,4-6
1424,87.0,54132596.0,53786,16571,34000000.0,7-9
1425,109.0,52277485.0,32370,4231,35000000.0,7-9
1426,109.0,55802754.0,270228,20956,35000000.0,4-6
1427,92.0,55291815.0,28041,17860,35000000.0,4-6
1428,125.0,83299761.0,117719,19809,35000000.0,7-9
1429,202.0,48169908.0,63923,20143,33000000.0,7-9
1430,134.0,67523385.0,104005,1050,35000000.0,4-6
1431,88.0,49474048.0,31191,53370,35000000.0,4-6
1432,92.0,45802315.0,119974,2184,35000000.0,4-6
1433,91.0,43792641.0,32157,52566,35000000.0,7-9
1434,75.0,57651794.0,40651,13125,33000000.0,7-9
1435,98.0,43894863.0,25883,4879,30000000.0,4-6
1436,147.0,41954997.0,225122,56014,35000000.0,4-6
1437,100.0,39532308.0,198701,17902,33000000.0,4-6
1438,120.0,76600000.0,105446,3876,10700000.0,4-6
1439,104.0,39692139.0,84131,41701,35000000.0,4-6
1440,103.0,40687294.0,107772,16249,35000000.0,4-6
1441,109.0,37553932.0,304318,34011,40000000.0,4-6
1442,104.0,37481242.0,40654,3356,35000000.0,4-6
1443,112.0,39026186.0,48019,2371,35000000.0,4-6
1445,95.0,33422806.0,30771,2643,50000000.0,4-6
1447,102.0,33423521.0,53115,5443,35000000.0,4-6
1448,150.0,32519322.0,497946,1075,35000000.0,7-9
1449,122.0,31598308.0,124765,41636,35000000.0,4-6
1450,101.0,37617947.0,8143,966,30000000.0,4-6
1451,108.0,32048809.0,94456,2178,30000000.0,4-6
1452,98.0,33987757.0,168314,28027,27000000.0,7-9
1453,137.0,37304950.0,102728,36258,35000000.0,4-6
1454,112.0,30691439.0,86205,3185,35000000.0,4-6
1455,101.0,30307804.0,43991,3001,35000000.0,4-6
1456,103.0,30669413.0,105478,4722,35000000.0,4-6
1457,101.0,28687835.0,40964,3612,35000000.0,7-9
1458,112.0,26494611.0,48621,5709,35000000.0,4-6
1460,102.0,25266129.0,54346,3592,35000000.0,4-6
1461,101.0,25863915.0,28257,2471,35000000.0,7-9
1462,155.0,25078937.0,31751,19689,30000000.0,7-9
1464,109.0,28995450.0,19230,855,35000000.0,7-9
1465,140.0,24276500.0,17124,1394,35000000.0,4-6
1466,108.0,20981633.0,78256,2351,30000000.0,7-9
1467,96.0,22913677.0,47800,17292,35000000.0,4-6
1468,123.0,34531832.0,44788,13371,35000000.0,4-6
1469,106.0,28064226.0,65044,561,35000000.0,4-6
1470,76.0,19447478.0,15788,1908,35000000.0,4-6
1471,107.0,19389454.0,54643,22974,55000000.0,4-6
1472,82.0,25871834.0,52052,3266,35000000.0,1-3
1473,109.0,19692608.0,63548,2073,35000000.0,4-6
1474,99.0,19294901.0,26126,2535,35000000.0,4-6
1475,91.0,20275446.0,95274,24669,35000000.0,4-6
1476,87.0,34507079.0,34948,1679,35000000.0,4-6
1477,125.0,18306166.0,28130,3142,35000000.0,4-6
1478,118.0,17609982.0,90046,28479,35000000.0,7-9
1479,98.0,16831505.0,51842,9330,31000000.0,4-6
1480,92.0,17596256.0,12399,6327,35000000.0,7-9
1483,92.0,14998070.0,41170,32875,35000000.0,7-9
1484,115.0,14587732.0,4795,1290,35000000.0,4-6
1485,120.0,18317151.0,55630,1082,35000000.0,7-9
1486,111.0,11405825.0,28542,19805,35000000.0,4-6
1487,94.0,13264986.0,12077,1668,35000000.0,4-6
1488,100.0,10991381.0,44931,5890,35000000.0,7-9
1489,101.0,10268846.0,31918,1947,35000000.0,4-6
1490,139.0,13303319.0,136367,13021,32000000.0,4-6
1491,91.0,10076136.0,11512,1352,35000000.0,4-6
1492,109.0,10499968.0,47498,1458,35000000.0,7-9
1493,102.0,7659747.0,14962,14165,38000000.0,4-6
1494,103.0,7948159.0,48999,6563,35000000.0,4-6
1495,83.0,11631245.0,15015,5022,35000000.0,7-9
1496,123.0,10137502.0,77394,23031,35000000.0,7-9
1497,101.0,6448817.0,2189,1993,35000000.0,4-6
1498,117.0,7458269.0,70698,3611,35000000.0,4-6
1500,114.0,4651977.0,10410,4334,35000000.0,7-9
1501,330.0,4496583.0,23181,3227,35000000.0,7-9
1502,121.0,2221994.0,11747,3125,35000000.0,4-6
1503,114.0,6592103.0,28584,1005,35000000.0,4-6
1506,148.0,630779.0,11101,5,35000000.0,4-6
1511,113.0,102413606.0,310903,1783,34000000.0,7-9
1512,91.0,10214013.0,23072,1564,35000000.0,4-6
1513,139.0,32000000.0,36267,1068,30000000.0,7-9
1514,96.0,10139254.0,190990,24640,35000000.0,4-6
1515,102.0,11227940.0,8367,1274,34000000.0,4-6
1516,96.0,183125.0,36914,14978,35000000.0,4-6
1517,101.0,15081783.0,85589,13,34000000.0,4-6
1518,128.0,37432299.0,50041,3386,34000000.0,7-9
1519,109.0,10654581.0,45497,52621,34000000.0,7-9
1520,114.0,6543194.0,3740,1778,34000000.0,7-9
1521,105.0,13101142.0,23916,23122,35000000.0,4-6
1522,141.0,8324748.0,21223,301,35000000.0,7-9
1524,138.0,141340178.0,181879,14619,40000000.0,4-6
1525,101.0,51758599.0,27580,5942,33000000.0,4-6
1526,99.0,117559438.0,66941,1790,30000000.0,7-9
1527,85.0,4091.0,4265,369,34000000.0,4-6
1528,89.0,21426805.0,49312,843,30000000.0,4-6
1529,99.0,35057332.0,45394,4863,33000000.0,4-6
1530,105.0,34014398.0,115649,2604,33000000.0,4-6
1531,97.0,28927720.0,22220,18688,33000000.0,4-6
1532,140.0,33682273.0,124242,2114,33000000.0,4-6
1533,118.0,4280577.0,50919,2859,10000000.0,7-9
1534,94.0,17120019.0,83097,27759,30000000.0,4-6
1535,124.0,8406264.0,24826,13093,38000000.0,7-9
1536,134.0,309125409.0,681857,13649,32500000.0,4-6
1537,113.0,10955425.0,62770,391,30000000.0,4-6
1538,124.0,34180954.0,189812,14504,32000000.0,4-6
1540,97.0,173381405.0,147597,43354,33000000.0,4-6
1541,123.0,104632573.0,63839,5975,32000000.0,7-9
1542,99.0,81150692.0,20219,2916,35000000.0,7-9
1543,101.0,60328558.0,61396,18734,32000000.0,7-9
1544,92.0,80197993.0,65551,1729,32000000.0,4-6
1545,131.0,169076745.0,218711,3229,32500000.0,4-6
1546,107.0,101470202.0,310540,38751,32000000.0,7-9
1547,103.0,50041732.0,54390,3004,29000000.0,7-9
1548,129.0,48814909.0,89424,36069,32000000.0,7-9
1549,107.0,57744720.0,46961,31529,20000000.0,4-6
1550,89.0,21784432.0,37493,74181,35000000.0,7-9
1551,113.0,37911876.0,19671,3500,32000000.0,7-9
1552,93.0,54696902.0,379462,16034,32000000.0,4-6
1553,120.0,36733909.0,38949,2054,32000000.0,4-6
1554,98.0,35063732.0,164608,10938,32000000.0,7-9
1555,105.0,99462.0,11347,1843,33000000.0,4-6
1557,98.0,32701088.0,10018,1400,32000000.0,1-3
1558,96.0,31493782.0,186606,12754,32000000.0,7-9
1559,87.0,43095600.0,156267,29050,32000000.0,4-6
1560,107.0,18636537.0,69197,29743,32000000.0,4-6
1561,90.0,17848322.0,18771,961,28000000.0,4-6
1562,121.0,16640210.0,53028,13040,55000000.0,1-3
1563,119.0,13763130.0,87768,2925,32000000.0,4-6
1564,107.0,10956379.0,21506,3274,35000000.0,4-6
1565,110.0,4357000.0,5176,3864,30000000.0,4-6
1566,100.0,22525921.0,60596,32094,30000000.0,4-6
1567,75.0,3562749.0,5600,7394,32000000.0,4-6
1568,132.0,2899970.0,8039,16878,32000000.0,7-9
1569,105.0,1304837.0,21481,2355,32000000.0,7-9
