,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,actor_2_facebook_likes,imdb_score,country_USA,content_rating_Approved,content_rating_G,content_rating_M,content_rating_NC-17,content_rating_Not Rated,content_rating_PG,content_rating_PG-13,content_rating_Passed,content_rating_R,content_rating_Unrated,content_rating_X
1673,165,139,150,400,521,30513940,15843,2060,104,30000000,491,6.9,1,0,0,0,0,0,0,1,0,0,0,0
1674,64,127,73,433,11000,23209440,9283,12785,112,30000000,882,7,1,0,0,0,0,0,0,0,0,1,0,0
1675,44,106,32,650,18000,24048000,23579,20772,88,30000000,723,5.5,1,0,0,0,0,0,0,0,0,1,0,0
1676,147,95,425,560,973,22526144,53884,2737,203,30000000,776,5.1,1,0,0,0,0,0,0,1,0,0,0,0
1677,242,118,301,897,2000,30523568,54447,5697,201,30000000,1000,6.2,1,0,0,0,0,0,0,0,0,1,0,0
1678,244,108,24,653,2000,23070045,47003,3892,215,30000000,942,5.9,1,0,0,0,0,0,0,0,0,1,0,0
1679,73,105,34,642,1000,20422207,15052,4369,116,35000000,681,5.2,1,0,0,0,0,0,0,1,0,0,0,0
1680,232,131,89,372,2000,28644770,78974,3479,141,30000000,401,6.2,1,0,0,0,0,0,0,0,0,1,0,0
1681,63,104,30,635,1000,21800302,12164,4462,63,30000000,962,5.5,1,0,0,0,0,0,0,1,0,0,0,0
1682,239,133,549,343,10000,21129348,146364,11799,237,35000000,796,7.4,1,0,0,0,0,0,0,1,0,0,0,0
1683,158,94,110,277,14000,18500966,70341,15271,830,30000000,829,4.4,1,0,0,0,0,0,0,1,0,0,0,0
1684,152,109,25,431,954,19976073,65979,3148,220,20000000,739,6.3,1,0,0,0,0,0,0,0,0,1,0,0
1685,105,96,845,488,978,18967571,23345,3072,167,30000000,968,6.1,1,0,0,0,0,0,0,0,0,1,0,0
1686,36,105,114,537,4000,17100000,7073,6152,29,25000000,561,5.3,1,0,0,0,0,0,0,0,0,1,0,0
1687,181,99,11,762,19000,17266505,43764,22554,291,30000000,953,5.4,1,0,0,0,0,0,0,1,0,0,0,0
1688,219,112,380,2000,15000,32357532,143368,31278,215,30000000,11000,6.7,1,0,0,0,0,0,0,0,0,1,0,0
1689,158,108,50,494,14000,16930884,65628,16722,262,30000000,975,5.9,1,0,0,0,0,0,0,0,0,1,0,0
1690,155,126,51,874,10000,18324242,32815,20563,214,35000000,9000,7.3,1,0,0,0,0,0,0,0,0,1,0,0
1691,74,98,41,900,13000,16323969,45775,18085,112,40000000,2000,5.5,1,0,0,0,0,0,0,1,0,0,0,0
1693,81,110,8,322,1000,16295774,33669,3000,269,35000000,692,4.6,1,0,0,0,0,0,1,0,0,0,0,0
1694,154,130,149,798,1000,15709385,53053,5101,132,30000000,807,6.7,1,0,0,0,0,0,0,0,0,1,0,0
1695,140,93,2,258,849,14888028,28606,2178,262,30000000,787,5.1,1,0,0,0,0,0,0,1,0,0,0,0
1696,73,96,0,130,372,14208384,11520,977,105,30000000,206,5.6,1,0,0,0,0,0,0,1,0,0,0,0
1697,98,114,118,40,489,12831121,44979,679,298,30000000,93,7,1,0,0,0,0,0,0,1,0,0,0,0
1698,358,106,44,133,596,18298649,85024,1393,242,30000000,343,6.4,1,0,0,0,0,0,0,0,0,1,0,0
1699,222,150,0,855,23000,12712093,70771,27829,671,30000000,909,6.7,1,0,0,0,0,0,0,1,0,0,0,0
1700,85,100,38,362,811,11576087,14747,2497,338,30000000,586,4.1,1,0,0,0,0,0,0,1,0,0,0,0
1701,62,100,277,210,21000,11900000,11003,22006,148,30000000,767,5.5,1,0,0,0,0,0,0,0,0,1,0,0
1702,130,100,70,99,473,9353573,56451,1100,524,45000000,315,2.7,1,0,0,0,0,0,1,0,0,0,0,0
1703,376,107,419,165,971,12026670,114241,1643,258,45000000,236,6.4,1,0,0,0,0,0,0,0,0,1,0,0
1704,130,102,6,353,22000,14334645,22449,23352,191,25000000,829,4.8,1,0,0,0,0,0,0,1,0,0,0,0
1705,65,101,3,120,448,12189514,30092,842,129,23000000,143,6.1,1,0,0,0,0,0,0,1,0,0,0,0
1706,77,86,6,843,1000,10134754,9682,5393,38,30000000,857,4.8,1,0,0,0,0,0,1,0,0,0,0,0
1707,107,108,529,83,11000,8535575,24033,11519,152,30000000,329,7,1,0,0,0,0,0,0,1,0,0,0,0
1711,184,88,65,681,3000,19316646,52069,5706,95,30000000,697,5.6,1,0,0,0,0,0,0,0,0,1,0,0
1712,123,109,29,91,779,10965209,25558,1297,221,30000000,240,6.1,1,0,0,0,0,0,0,1,0,0,0,0
1713,60,122,380,2000,18000,26830000,101888,32930,365,18000000,11000,7.9,1,0,0,0,0,0,0,0,0,1,0,0
1715,217,118,76,174,3000,10880926,54147,4253,127,30000000,678,6.5,1,0,0,0,0,0,0,0,0,1,0,0
1716,117,131,53,548,14000,3752725,29715,16252,161,18000000,871,7.1,1,0,0,0,0,0,0,0,0,1,0,0
1721,110,87,23,748,826,480314,38503,4473,180,21000000,816,4.8,1,0,0,0,0,0,0,1,0,0,0,0
1722,273,160,181,820,11000,3904982,136104,22516,415,30000000,10000,7.5,1,0,0,0,0,0,0,0,0,1,0,0
1726,134,129,395,313,18000,537580,52972,19620,124,30000000,1000,6.8,1,0,0,0,0,0,0,0,0,1,0,0
1734,221,115,0,751,10000,183436380,97697,13159,185,29000000,1000,6.5,1,0,0,0,0,0,0,1,0,0,0,0
1735,291,153,446,154,523,119518352,188637,1383,815,28000000,405,7.9,1,0,0,0,0,0,0,1,0,0,0,0
1737,148,128,0,754,955,37036404,44816,5404,259,30000000,869,6.4,1,0,0,0,0,0,0,1,0,0,0,0
1739,302,122,2000,1000,2000,18593156,88682,6161,241,35000000,1000,7.7,1,0,0,0,0,0,0,0,0,1,0,0
1742,154,99,265,265,22000,63034755,16984,23562,96,29000000,779,5.3,1,0,0,0,0,0,0,0,0,1,0,0
1744,65,112,759,933,11000,4554569,8134,17873,123,28000000,1000,6.9,1,0,0,0,0,0,0,0,0,1,0,0
1746,161,94,11,566,1000,6301131,92850,5085,263,29000000,948,7.1,1,0,0,0,0,0,0,0,0,1,0,0
1747,124,90,63,631,49000,217350219,260939,52970,244,28000000,2000,8,1,0,1,0,0,0,0,0,0,0,0,0
1748,349,167,473,303,559,161029270,119928,2702,331,28000000,427,7.9,1,0,0,0,0,0,0,0,0,1,0,0
1749,148,118,14000,237,11000,179870271,329969,11898,524,28000000,429,7.6,1,0,0,0,0,0,1,0,0,0,0,0
1750,45,83,5,368,971,100491683,14005,3438,67,24000000,503,5.9,1,0,1,0,0,0,0,0,0,0,0,0
1751,133,104,93,878,11000,74058698,59232,17109,317,60000000,2000,6.3,1,0,0,0,0,0,0,0,0,1,0,0
1753,178,102,0,876,40000,55845943,130094,46186,471,29000000,4000,6.4,1,0,0,0,0,0,0,0,0,1,0,0
1754,233,131,323,541,25000,81350242,592582,40585,722,28000000,13000,8.2,1,0,0,0,0,0,0,0,0,1,0,0
1756,426,130,285,767,33000,70235322,182983,57308,374,28000000,23000,7.8,1,0,0,0,0,0,0,0,0,1,0,0
1757,210,120,0,210,579,7443007,24663,1500,71,30000000,489,6.7,1,0,0,0,0,0,0,0,0,1,0,0
1758,129,135,149,250,639,64371181,36636,1845,289,28000000,617,7.5,1,0,0,0,0,0,1,0,0,0,0,0
1759,287,110,0,1000,3000,58885635,194422,10438,1057,26000000,2000,7.4,1,0,0,0,0,0,0,0,0,1,0,0
1762,220,110,0,327,13000,52353636,209133,14609,962,21000000,1000,7.6,1,0,0,0,0,0,0,0,0,1,0,0
1763,136,91,446,660,1000,51475962,177828,3969,714,30000000,872,7.3,1,0,0,0,0,0,0,0,0,1,0,0
1764,222,105,226,966,22000,63910583,106755,35694,173,28000000,11000,6.6,1,0,0,0,0,0,0,1,0,0,0,0
1766,122,82,23,6,11,49968653,85423,37,374,28000000,9,6.9,1,0,0,0,0,0,0,1,0,0,0,0
1769,184,115,529,325,576,71346930,78008,1554,160,28000000,447,6.7,1,0,0,0,0,0,0,1,0,0,0,0
1770,36,96,197,115,580,39514713,60494,1275,132,28000000,336,6.7,1,0,0,0,0,0,1,0,0,0,0,0
1771,171,104,96,559,943,43097652,59068,3497,128,28000000,763,6.3,1,0,0,0,0,0,1,0,0,0,0,0
1774,122,99,71,1000,18000,33000377,27378,23344,365,28000000,1000,4.9,1,0,0,0,0,0,0,0,0,1,0,0
1775,119,81,44,3000,35000,66950483,29738,47677,85,28000000,7000,6.2,1,0,0,0,0,0,1,0,0,0,0,0
1777,302,117,0,521,11000,27000000,461609,13877,1168,28000000,759,8.2,1,0,0,0,0,0,0,0,0,1,0,0
1778,44,139,105,902,14000,31600000,34427,16125,126,28000000,1000,6.9,1,0,0,0,0,0,0,0,0,1,0,0
1779,211,123,368,114,933,30688364,69355,1286,211,28000000,194,6.2,1,0,0,0,0,0,0,1,0,0,0,0
1780,222,117,115,97,3000,28563179,72693,3681,199,21000000,327,6.9,1,0,0,0,0,0,0,0,0,1,0,0
1781,100,97,710,258,497,16779636,9338,1805,167,28000000,347,4.8,1,0,0,0,0,0,0,0,0,1,0,0
1783,98,103,80,585,806,17324744,44103,3211,149,28000000,591,5.3,1,0,0,0,0,0,0,1,0,0,0,0
1785,97,94,32,453,1000,24268828,29971,3436,71,28000000,626,5.4,1,0,0,0,0,0,1,0,0,0,0,0
1786,21,89,23,899,1000,8119205,4288,5535,21,28000000,937,5.4,1,0,0,0,0,0,1,0,0,0,0,0
1787,156,98,0,900,26000,8434601,43006,28867,460,28000000,1000,4.9,1,0,0,0,0,0,0,0,0,1,0,0
1788,125,107,234,660,1000,6998324,11476,3944,50,28000000,962,6.1,1,0,0,0,0,0,0,0,0,1,0,0
1789,225,108,23,845,2000,10907291,23775,4710,134,28000000,860,5.8,1,0,0,0,0,0,0,1,0,0,0,0
1790,85,134,17000,0,2,5532301,21606,4,117,28000000,2,7,1,0,0,0,0,0,0,1,0,0,0,0
1792,350,103,65,405,17000,28751715,202967,19168,378,28000000,927,6.6,1,0,0,0,0,0,0,0,0,1,0,0
1796,251,133,0,529,11000,148734225,298590,12874,559,30000000,985,7,1,0,0,0,0,0,0,0,0,1,0,0
1797,148,109,415,228,673,49185998,74476,1775,184,30000000,489,7.4,1,0,0,0,0,0,0,1,0,0,0,0
1798,76,114,92,436,940,42168445,10791,3565,39,35000000,706,5.3,1,0,0,0,0,0,0,1,0,0,0,0
1801,131,122,151,11000,24000,9664316,47203,50950,197,27500000,15000,6.8,1,0,0,0,0,0,0,0,0,1,0,0
1803,112,110,120,664,12000,74888996,55513,16230,188,30000000,1000,7.2,1,0,0,0,0,0,1,0,0,0,0,0
1804,93,116,144,477,1000,69586544,15352,3845,199,27000000,482,6,1,0,0,0,0,0,0,1,0,0,0,0
1806,83,115,39,685,11000,60491560,50653,14322,143,27000000,956,6.6,1,0,0,0,0,0,0,0,0,1,0,0
1807,125,148,644,326,1000,54200000,142448,2566,319,27000000,809,7.9,1,0,0,0,0,0,0,0,0,1,0,0
1809,98,118,650,715,1000,30920167,6476,3389,71,25000000,773,5.7,1,0,0,0,0,0,0,1,0,0,0,0
1811,152,82,49,429,1000,31768374,42761,3313,366,27000000,888,5.6,1,0,0,0,0,0,0,0,0,1,0,0
1813,80,193,133,820,2000,21500000,45271,6341,170,27000000,826,7.9,1,0,0,0,0,0,1,0,0,0,0,0
1820,63,123,0,324,11000,10297897,8309,11969,39,27000000,597,6,1,0,0,0,0,0,0,1,0,0,0,0
1821,167,109,22,355,14000,13248477,60555,15790,174,27000000,716,6.2,1,0,0,0,0,0,0,0,0,1,0,0
1822,101,99,54,398,748,8712564,16555,1721,139,27000000,489,5.9,1,0,0,0,0,0,0,0,0,1,0,0
1823,118,106,43,460,1000,7486906,17436,2495,71,27000000,506,6.8,1,0,0,0,0,0,1,0,0,0,0,0
1824,76,89,0,640,2000,38536376,15866,4311,83,27000000,734,3.6,1,0,0,0,0,0,1,0,0,0,0,0
1825,268,98,0,638,8000,41008532,19611,10894,103,27000000,698,6.7,1,0,0,0,0,0,0,0,0,1,0,0
1827,78,112,541,638,22000,4485485,14612,46022,105,15000000,22000,6.4,1,0,0,0,0,0,0,0,0,1,0,0
1828,127,101,212,749,1000,4476235,49405,4186,226,27000000,968,6.4,1,0,0,0,0,0,0,0,0,1,0,0
1829,137,104,272,17000,22000,1089365,23767,71973,111,25000000,18000,5.7,1,0,0,0,0,0,0,0,0,1,0,0
1832,167,91,41,328,567,20819129,84209,2954,201,26000000,402,5.2,1,0,0,0,0,0,1,0,0,0,0,0
1833,129,97,70,512,2000,110222438,96693,3984,271,26000000,528,6.1,1,0,0,0,0,0,1,0,0,0,0,0
1834,217,133,0,218,7000,109243478,313797,8341,546,26000000,966,7.1,1,0,0,0,0,0,0,0,0,1,0,0
1835,134,123,108,239,1000,100241322,175524,1690,752,25000000,264,7.2,1,0,0,0,0,0,0,0,0,1,0,0
1836,253,114,71,313,14000,25977365,87950,15428,207,28000000,439,6.5,1,0,0,0,0,0,0,0,0,1,0,0
1837,46,111,425,344,743,91457688,107801,2403,109,26000000,394,6,1,0,0,0,0,0,0,1,0,0,0,0
1838,232,117,234,919,11000,87341380,255257,15590,374,27000000,989,7,1,0,0,0,0,0,0,0,0,1,0,0
1839,92,121,72,343,1000,65703412,57958,2747,345,26000000,794,7,1,0,0,0,0,0,0,1,0,0,0,0
1840,153,139,0,648,3000,58328680,54096,5458,494,22000000,693,7.5,1,0,0,0,0,0,0,0,0,1,0,0
1841,49,115,541,442,8000,61490000,62037,10493,148,26000000,1000,6.6,1,0,0,0,0,0,0,0,0,1,0,0
1843,56,175,0,14,385,50800000,40277,669,210,26000000,232,7.4,1,0,0,0,0,0,1,0,0,0,0,0
1844,224,85,0,178,332,57859105,94108,1090,673,26000000,285,6.5,1,0,0,0,0,0,0,1,0,0,0,0
1845,175,90,160,392,748,46455802,120786,3172,472,26000000,439,6.2,1,0,0,0,0,0,0,0,0,1,0,0
1847,226,100,124,534,2000,40168080,80870,3889,315,26000000,850,5.2,1,0,0,0,0,0,0,0,0,1,0,0
1848,335,129,0,385,12000,49874933,161168,13573,287,26000000,412,6.5,1,0,0,0,0,0,0,0,0,1,0,0
1849,157,109,80,2000,19000,45489752,48973,28493,214,26000000,3000,6.5,1,0,0,0,0,0,0,1,0,0,0,0
1850,69,94,906,528,2000,36985501,11212,3917,94,26000000,587,5.2,1,0,0,0,0,0,1,0,0,0,0,0
1851,46,133,759,67,826,33200000,28247,1154,149,26000000,130,7.2,1,0,0,0,0,0,0,1,0,0,0,0
1852,217,105,260,3000,20000,28501651,88035,42473,201,26000000,15000,7.1,1,0,0,0,0,0,0,0,0,1,0,0
1853,55,100,8,588,1000,23222861,11092,3742,44,26000000,934,4.5,1,0,0,0,0,0,1,0,0,0,0,0
1854,200,113,0,307,22000,54540525,66579,23456,134,56000000,988,5.7,1,0,0,0,0,0,0,1,0,0,0,0
1856,265,110,160,427,771,16005978,72886,2356,190,26000000,570,6.4,1,0,0,0,0,0,0,0,0,1,0,0
1857,82,110,80,509,826,14469428,10667,2466,95,26000000,590,5.2,1,0,0,0,0,0,0,1,0,0,0,0
1859,42,101,30,223,1000,1075288,7772,2228,55,22000000,854,6.1,1,0,0,0,0,0,0,0,0,1,0,0
1861,116,103,11000,277,11000,7496522,31798,12534,178,26000000,893,6.8,1,0,0,0,0,0,0,1,0,0,0,0
1863,23,95,0,26,442,20047715,8008,616,26,25530000,95,5.2,1,0,0,0,0,0,1,0,0,0,0,0
1864,178,117,763,523,16000,12276810,57674,17847,126,26000000,543,6.5,1,0,0,0,0,0,0,1,0,0,0,0
1866,406,120,0,113,260,499263,179235,705,2814,30000000,252,7.1,1,0,0,0,0,0,0,0,0,1,0,0
1867,57,125,0,711,49000,219200000,181380,52201,223,25000000,1000,6.9,1,0,0,0,0,0,0,1,0,0,0,0
1868,100,133,272,628,10000,172825435,383784,12285,331,25000000,898,8,1,0,0,0,0,0,0,0,0,1,0,0
1869,366,116,16000,198,16000,148085755,561773,17347,871,33000000,601,8.2,1,0,0,0,0,0,0,0,0,1,0,0
1870,242,129,0,655,2000,25517500,40941,4264,320,25100000,826,6.4,1,0,0,0,0,0,0,1,0,0,0,0
1872,85,118,97,437,775,26761283,43084,3197,99,26000000,523,6.7,1,0,0,0,0,0,0,1,0,0,0,0
1873,48,129,81,164,970,121945720,89972,2551,126,25000000,854,6.1,1,0,0,0,0,0,0,0,0,1,0,0
1874,174,185,14000,212,14000,96067179,865020,15233,1273,22000000,795,8.9,1,0,0,0,0,0,0,0,0,1,0,0
1875,373,146,150,2000,15000,169705587,318955,23227,460,25000000,3000,8.1,1,0,0,0,0,0,0,1,0,0,0,0
1876,224,128,386,203,19000,3254172,29282,36337,105,28000000,17000,6.2,1,0,0,0,0,0,0,0,0,1,0,0
1877,94,93,67,596,4000,84185387,33180,7800,149,80000000,2000,4.9,1,0,0,0,0,0,1,0,0,0,0,0
1879,273,97,31,662,918,82163317,89101,4692,885,30000000,782,5.8,1,0,0,0,0,0,0,0,0,1,0,0
1881,66,82,8,179,770,80920948,23943,2251,118,30000000,677,6,1,0,1,0,0,0,0,0,0,0,0,0
1882,459,85,198,387,2000,80034302,296787,3958,2192,25000000,1000,7,1,0,0,0,0,0,0,1,0,0,0,0
1883,68,88,34,445,642,78656813,42765,2501,93,25000000,533,6,1,0,0,0,0,0,1,0,0,0,0,0
1884,123,119,0,188,22000,76270454,219008,22767,418,25000000,371,7.9,1,0,0,0,0,0,0,0,0,1,0,0
1885,488,122,1000,883,2000,74273505,612060,4738,1518,25000000,939,8.1,1,0,0,0,0,0,0,0,0,1,0,0
1886,146,99,167,460,655,134141530,75903,2394,109,25000000,521,6.2,1,0,0,0,0,0,0,1,0,0,0,0
1889,133,95,0,643,934,89808372,46417,3500,297,45000000,655,4.6,1,0,0,0,0,0,0,1,0,0,0,0
1890,139,105,99,433,3000,77264926,21176,5740,107,25000000,448,6.1,1,0,0,0,0,0,1,0,0,0,0,0
1891,245,108,425,766,20000,70625986,168717,22739,178,25000000,962,6.2,1,0,0,0,0,0,0,0,0,1,0,0
1892,84,134,170,472,2000,56505065,95241,4453,439,25000000,722,7.8,1,0,0,0,0,0,0,0,0,1,0,0
1893,70,115,43,775,5000,55973336,57040,9082,365,25000000,848,6.1,1,0,0,0,0,0,0,0,0,1,0,0
1896,170,101,96,204,713,60443237,76882,1852,106,25000000,220,6.5,1,0,0,0,0,0,0,1,0,0,0,0
1897,181,96,47,3000,14000,82234139,110390,28071,522,17000000,11000,7.2,1,0,0,0,0,0,1,0,0,0,0,0
1898,226,101,395,2000,40000,51676606,174591,58823,632,25000000,14000,7.8,1,0,0,0,0,0,1,0,0,0,0,0
1899,24,100,0,400,975,52528330,4265,3202,27,25000000,521,4.7,1,0,0,0,0,0,0,1,0,0,0,0
1900,408,117,248,726,14000,51533608,203111,16606,755,25000000,798,6.8,1,0,0,0,0,0,0,0,0,1,0,0
1901,180,101,21,317,22000,51097664,70205,23328,450,30000000,812,5.9,1,0,0,0,0,0,0,0,0,1,0,0
1902,181,98,285,7000,640000,84136909,267921,656730,577,26000000,8000,7.2,1,0,0,0,0,0,0,1,0,0,0,0
1903,192,146,17000,635,22000,46836394,728685,24783,989,25000000,854,8.7,1,0,0,0,0,0,0,0,0,1,0,0
1904,79,102,91,434,1000,47285499,26755,3037,104,26000000,934,5,1,0,0,0,0,0,1,0,0,0,0,0
1905,128,97,52,579,14000,47124400,49676,17278,181,25000000,2000,6.6,1,0,0,0,0,0,1,0,0,0,0,0
1906,147,142,0,638,14000,44700000,537442,16464,851,25000000,670,8.3,1,0,0,0,0,0,0,0,0,1,0,0
1907,49,98,176,468,742,44455658,36253,2457,92,25000000,658,6.7,1,0,0,0,0,0,0,0,0,1,0,0
1909,270,109,175,733,24000,66489425,101977,26625,161,25000000,736,6.5,1,0,0,0,0,0,0,0,0,1,0,0
1910,29,97,420,585,695,41067398,22748,2530,41,25000000,635,6.1,1,0,0,0,0,0,0,0,0,1,0,0
1911,398,158,0,104,272,40218903,372990,533,1107,25000000,111,8.1,1,0,0,0,0,0,0,0,0,1,0,0
1912,38,85,0,503,1000,39880476,12218,2908,33,25000000,535,5.2,1,0,0,0,0,0,1,0,0,0,0,0
1913,45,80,0,362,971,39399750,5674,3017,35,25000000,503,5.6,1,0,0,0,0,0,1,0,0,0,0,0
1914,81,86,92,466,744,38230435,29661,3001,179,25000000,489,5.8,1,0,0,0,0,0,0,1,0,0,0,0
1915,88,119,42,917,2000,39008741,44838,6862,223,25000000,953,6.6,1,0,0,0,0,0,1,0,0,0,0,0
1917,129,97,29,816,15000,48237389,63969,18789,126,25000000,852,5.5,1,0,0,0,0,0,0,1,0,0,0,0
1919,151,124,44,367,4000,36447959,35833,6393,96,25000000,774,7,1,0,0,0,0,0,1,0,0,0,0,0
1921,66,105,29,742,14000,35990505,48095,16400,194,20000000,1000,5.8,1,0,0,0,0,0,1,0,0,0,0,0
1922,167,104,108,177,296,35143332,45102,1340,316,17000000,270,5.6,1,0,0,0,0,0,0,0,0,1,0,0
1923,127,101,7,440,1000,35000629,74622,2822,150,25000000,562,5.6,1,0,0,0,0,0,0,0,0,1,0,0
1924,109,101,43,432,5000,34604054,34942,6867,185,30000000,618,5.8,1,0,0,0,0,0,0,0,0,1,0,0
1925,174,114,335,530,11000,41597830,102123,12624,660,25000000,577,7.6,1,0,0,0,0,0,0,1,0,0,0,0
1926,91,105,99,960,17000,33687630,116762,20109,261,20000000,1000,6.4,1,0,0,0,0,0,0,1,0,0,0,0
1928,94,97,27,522,601,31526393,22243,2730,144,25000000,543,4.6,1,0,0,0,0,0,0,1,0,0,0,0
1930,148,114,59,403,49000,31655091,87331,50927,364,30000000,702,7.5,1,0,0,0,0,0,1,0,0,0,0,0
1936,83,88,82,571,756,25615792,10161,4378,50,25000000,713,3.5,1,0,0,0,0,0,0,1,0,0,0,0
1937,199,142,0,461,11000,28341469,1689764,13495,4144,25000000,745,9.3,1,0,0,0,0,0,0,0,0,1,0,0
1939,62,117,101,743,13000,24944213,63459,16937,185,27000000,852,6.9,1,0,0,0,0,0,0,1,0,0,0,0
1940,175,111,81,81,3000,33631221,48559,3784,145,25000000,571,6,1,0,0,0,0,0,0,0,0,1,0,0
1941,322,121,53,8000,19000,37738400,67797,39690,285,25000000,11000,7.3,1,0,0,0,0,0,0,0,0,1,0,0
1943,112,107,13,165,618,21835784,58297,1095,161,30000000,172,6.6,1,0,0,0,0,0,0,1,0,0,0,0
1945,48,136,0,3000,18000,21554585,36108,37315,109,25000000,14000,6.9,1,0,0,0,0,0,0,0,0,1,0,0
1946,44,97,19,977,40000,22200000,41310,52122,117,25000000,10000,6.8,1,0,0,0,0,0,0,1,0,0,0,0
1948,162,108,529,690,17000,80014842,104356,19945,186,25000000,861,6.3,1,0,0,0,0,0,0,1,0,0,0,0
1949,213,97,41,619,11000,23527955,74691,12841,165,25000000,673,6.4,1,0,0,0,0,0,0,1,0,0,0,0
1950,298,99,24,155,3000,24042490,40776,3744,250,25000000,441,5.6,1,0,0,0,0,0,0,0,0,1,0,0
1951,119,103,5,874,26000,22466994,72673,33565,166,25000000,5000,6.3,1,0,0,0,0,0,0,0,0,1,0,0
1952,251,95,0,98,11000,17791031,109855,11994,888,25000000,876,7.3,1,0,0,0,0,0,0,0,0,1,0,0
1953,92,93,17,360,13000,17718223,162067,14180,316,25000000,634,6.6,1,0,0,0,0,0,0,0,0,1,0,0
1955,73,90,176,825,931,16647384,8398,4431,56,26000000,839,5.1,1,0,0,0,0,0,1,0,0,0,0,0
1956,28,107,21,418,967,16118077,5817,3067,37,25000000,767,5.6,1,0,0,0,0,0,0,0,0,1,0,0
1959,287,115,219,258,902,15045676,76303,2466,376,16000000,837,5.6,1,0,0,0,0,0,0,1,0,0,0,0
1960,233,93,27,49,960,17427926,60062,1749,351,8000000,664,5.9,1,0,0,0,0,0,0,0,0,1,0,0
1961,86,99,154,347,774,14983572,9361,2498,162,25000000,692,4.7,1,0,0,0,0,0,0,1,0,0,0,0
1962,160,107,0,255,798,14637490,16411,2537,136,25000000,374,4.8,1,0,0,0,0,0,0,0,0,1,0,0
1963,126,110,42,111,355,14589444,171151,911,513,25000000,155,6.8,1,0,0,0,0,0,0,0,0,1,0,0
1964,50,101,17,218,900,14095303,15814,1634,68,25000000,246,5.4,1,0,0,0,0,0,0,0,0,1,0,0
1965,52,85,54,455,985,13973532,11211,3065,92,25000000,637,5.1,1,0,0,0,0,0,0,1,0,0,0,0
1968,231,90,160,852,963,18860403,20823,4952,130,25000000,936,4,1,0,0,0,0,0,0,1,0,0,0,0
1969,99,145,317,70,876,13038660,16995,1282,163,25000000,219,7.3,1,0,0,0,0,0,0,0,0,1,0,0
1970,159,110,425,148,3000,28831145,39357,3757,113,25000000,466,6.8,1,0,0,0,0,0,0,0,0,1,0,0
1973,199,122,0,939,18000,11538204,23696,21163,135,25000000,1000,7,1,0,0,0,0,0,0,1,0,0,0,0
1974,119,107,308,872,13000,11008432,43903,16651,194,25000000,947,7.1,1,0,0,0,0,0,0,1,0,0,0,0
1976,180,99,0,52,400,11100000,92464,896,331,25000000,223,7.3,1,0,0,0,0,0,0,1,0,0,0,0
1978,317,140,149,581,27000,13651662,332276,29692,514,25000000,798,8.2,1,0,0,0,0,0,0,1,0,0,0,0
1980,22,271,33,251,854,10769960,21940,2107,256,25000000,702,7.7,1,0,0,0,0,0,1,0,0,0,0,0
1981,143,112,108,2000,23000,10911750,17757,43560,99,25000000,17000,6.5,1,0,0,0,0,0,0,0,0,1,0,0
1982,72,99,79,956,16000,10719367,7909,28987,157,25000000,11000,4.9,1,0,0,0,0,0,0,1,0,0,0,0
1983,70,100,57,92,181,10114315,18693,582,187,25000000,151,6.4,1,0,0,0,0,0,0,1,0,0,0,0
1984,264,92,30,309,941,49122319,47169,2348,162,14000000,459,5.9,1,0,0,0,0,0,0,1,0,0,0,0
1985,20,105,121,354,3000,10070000,5668,5023,50,25000000,624,6.2,1,0,0,0,0,0,0,1,0,0,0,0
1986,190,110,37,268,10000,10324441,27117,11431,140,25000000,826,5.8,1,0,0,0,0,0,0,0,0,1,0,0
1987,142,116,529,174,442,7156933,14581,1134,74,25000000,252,6.7,1,0,0,0,0,0,0,0,0,1,0,0
1988,27,88,22,120,174,9286314,4972,583,62,17000000,132,5.9,1,0,0,0,0,0,0,0,0,1,0,0
1989,355,111,214,3000,10000,56692,177401,23566,504,25000000,9000,7.3,1,0,0,0,0,0,0,0,0,1,0,0
1991,31,95,32,324,843,5654777,4875,2165,26,25000000,593,4.1,1,0,0,0,0,0,0,1,0,0,0,0
1992,87,95,6,248,849,5516708,11375,2413,91,25000000,841,4.9,1,0,0,0,0,0,0,0,0,1,0,0
1995,60,104,54,919,6000,4064333,24790,9662,173,25000000,923,5.2,1,0,0,0,0,0,0,0,0,1,0,0
1996,23,95,2,807,927,4006906,3229,4990,20,15000000,912,4.1,1,0,0,0,0,0,0,1,0,0,0,0
1998,143,92,892,492,783,1550000,30628,2930,471,25000000,595,2.9,1,0,0,0,0,0,0,0,0,1,0,0
2002,28,117,162,745,2000,777423,5841,4351,57,25000000,878,7.2,1,0,0,0,0,0,0,1,0,0,0,0
2005,280,122,0,407,12000,1697956,64944,13809,212,20000000,463,6.7,1,0,0,0,0,0,0,0,0,1,0,0
2008,49,117,138,416,908,134904,2395,3204,17,25000000,581,5.7,1,0,0,0,0,0,0,0,0,1,0,0
2011,336,138,0,1000,13000,16969390,80861,27797,431,25000000,11000,5.3,1,0,0,0,0,0,0,0,0,1,0,0
